"Date","Family","Sales","Type"
2015-04-12,"FROZEN FOODS",18576.55998,"Actual"
2015-04-12,"LIQUOR,WINE,BEER",3666,"Actual"
2015-04-12,"MEATS",4031.75802,"Actual"
2015-04-12,"POULTRY",9954.490996,"Actual"
2015-04-12,"PREPARED FOODS",14072.87500325,"Actual"
2015-04-13,"FROZEN FOODS",16373.340972,"Actual"
2015-04-13,"LIQUOR,WINE,BEER",4446.043,"Actual"
2015-04-13,"MEATS",4472.820999,"Actual"
2015-04-13,"POULTRY",13141.984984,"Actual"
2015-04-13,"PREPARED FOODS",7624,"Actual"
2015-04-14,"FROZEN FOODS",11055.95,"Actual"
2015-04-14,"LIQUOR,WINE,BEER",6192.756,"Actual"
2015-04-14,"MEATS",15138.10797,"Actual"
2015-04-14,"POULTRY",17115.878977,"Actual"
2015-04-14,"PREPARED FOODS",6793.630976,"Actual"
2015-04-15,"FROZEN FOODS",5855.011999,"Actual"
2015-04-15,"LIQUOR,WINE,BEER",15838.963974,"Actual"
2015-04-15,"MEATS",14072.87500325,"Actual"
2015-04-15,"POULTRY",0,"Actual"
2015-04-15,"PREPARED FOODS",7503.139002,"Actual"
2015-04-16,"FROZEN FOODS",9374.461995,"Actual"
2015-04-16,"LIQUOR,WINE,BEER",15340.601036,"Actual"
2015-04-16,"MEATS",2165,"Actual"
2015-04-16,"POULTRY",5191.20294,"Actual"
2015-04-16,"PREPARED FOODS",21241.142,"Actual"
2015-04-17,"FROZEN FOODS",17549.093087,"Actual"
2015-04-17,"LIQUOR,WINE,BEER",3687,"Actual"
2015-04-17,"MEATS",3878.441008,"Actual"
2015-04-17,"POULTRY",7556.48699,"Actual"
2015-04-17,"PREPARED FOODS",17433.532974,"Actual"
2015-04-18,"FROZEN FOODS",15854.04004,"Actual"
2015-04-18,"LIQUOR,WINE,BEER",4137.581992,"Actual"
2015-04-18,"MEATS",3889.268999,"Actual"
2015-04-18,"POULTRY",9582.033005,"Actual"
2015-04-18,"PREPARED FOODS",9940,"Actual"
2015-04-19,"FROZEN FOODS",11055.95,"Actual"
2015-04-19,"LIQUOR,WINE,BEER",4836.409998,"Actual"
2015-04-19,"MEATS",15454.978979,"Actual"
2015-04-19,"POULTRY",17514.45001,"Actual"
2015-04-19,"PREPARED FOODS",6681.110008,"Actual"
2015-04-20,"FROZEN FOODS",5773.967,"Actual"
2015-04-20,"LIQUOR,WINE,BEER",21805.302006,"Actual"
2015-04-20,"MEATS",14264.959022,"Actual"
2015-04-20,"POULTRY",1829,"Actual"
2015-04-20,"PREPARED FOODS",9802.714998,"Actual"
2015-04-21,"FROZEN FOODS",8123.935988,"Actual"
2015-04-21,"LIQUOR,WINE,BEER",21471.811977,"Actual"
2015-04-21,"MEATS",2954,"Actual"
2015-04-21,"POULTRY",4102.84199,"Actual"
2015-04-21,"PREPARED FOODS",22689.653962,"Actual"
2015-04-22,"FROZEN FOODS",22950.53903,"Actual"
2015-04-22,"LIQUOR,WINE,BEER",7134,"Actual"
2015-04-22,"MEATS",4133.335,"Actual"
2015-04-22,"POULTRY",4618.527002,"Actual"
2015-04-22,"PREPARED FOODS",17321.006991,"Actual"
2015-04-23,"FROZEN FOODS",18762.225004,"Actual"
2015-04-23,"LIQUOR,WINE,BEER",4717.966015,"Actual"
2015-04-23,"MEATS",4747.042,"Actual"
2015-04-23,"POULTRY",8455.552967,"Actual"
2015-04-23,"PREPARED FOODS",0,"Actual"
2015-04-24,"FROZEN FOODS",6000,"Actual"
2015-04-24,"LIQUOR,WINE,BEER",6757.825999,"Actual"
2015-04-24,"MEATS",14166.35832,"Actual"
2015-04-24,"POULTRY",15982.24395,"Actual"
2015-04-24,"PREPARED FOODS",6370.038007,"Actual"
2015-04-25,"FROZEN FOODS",6959.823014,"Actual"
2015-04-25,"LIQUOR,WINE,BEER",23565.88501,"Actual"
2015-04-25,"MEATS",14230.37732,"Actual"
2015-04-25,"POULTRY",1881,"Actual"
2015-04-25,"PREPARED FOODS",7289.708002,"Actual"
2015-04-26,"FROZEN FOODS",7762.824002,"Actual"
2015-04-26,"LIQUOR,WINE,BEER",18714.728,"Actual"
2015-04-26,"MEATS",2856,"Actual"
2015-04-26,"POULTRY",3835.127993,"Actual"
2015-04-26,"PREPARED FOODS",16419.072002,"Actual"
2015-04-27,"FROZEN FOODS",22544.599986,"Actual"
2015-04-27,"LIQUOR,WINE,BEER",10871,"Actual"
2015-04-27,"MEATS",3806.28799225,"Actual"
2015-04-27,"POULTRY",4313.54202,"Actual"
2015-04-27,"PREPARED FOODS",15425.510992,"Actual"
2015-04-28,"FROZEN FOODS",19711.98796,"Actual"
2015-04-28,"LIQUOR,WINE,BEER",5881.685001,"Actual"
2015-04-28,"MEATS",3878.676001,"Actual"
2015-04-28,"POULTRY",8419.2867103,"Actual"
2015-04-28,"PREPARED FOODS",2691,"Actual"
2015-04-29,"FROZEN FOODS",2757,"Actual"
2015-04-29,"LIQUOR,WINE,BEER",9704.483,"Actual"
2015-04-29,"MEATS",18193.073705,"Actual"
2015-04-29,"POULTRY",18820.019005,"Actual"
2015-04-29,"PREPARED FOODS",4912.718003,"Actual"
2015-04-30,"FROZEN FOODS",6647.756046,"Actual"
2015-04-30,"LIQUOR,WINE,BEER",26315.77299,"Actual"
2015-04-30,"MEATS",19582.039386,"Actual"
2015-04-30,"POULTRY",2410,"Actual"
2015-04-30,"PREPARED FOODS",5234.46799,"Actual"
2015-05-01,"FROZEN FOODS",6904.154,"Actual"
2015-05-01,"LIQUOR,WINE,BEER",19862.50403,"Actual"
2015-05-01,"MEATS",5847,"Actual"
2015-05-01,"POULTRY",4018.518,"Actual"
2015-05-01,"PREPARED FOODS",18109.071955,"Actual"
2015-05-02,"FROZEN FOODS",19374.954968,"Actual"
2015-05-02,"LIQUOR,WINE,BEER",0,"Actual"
2015-05-02,"MEATS",4087.594014,"Actual"
2015-05-02,"POULTRY",4633.289002,"Actual"
2015-05-02,"PREPARED FOODS",14402.55504,"Actual"
2015-05-03,"FROZEN FOODS",20974.1111,"Actual"
2015-05-03,"LIQUOR,WINE,BEER",6326.94699,"Actual"
2015-05-03,"MEATS",5572.499001,"Actual"
2015-05-03,"POULTRY",8419.2867103,"Actual"
2015-05-03,"PREPARED FOODS",5632,"Actual"
2015-05-04,"FROZEN FOODS",3224,"Actual"
2015-05-04,"LIQUOR,WINE,BEER",8029.76298,"Actual"
2015-05-04,"MEATS",22625.54887,"Actual"
2015-05-04,"POULTRY",15397.886974,"Actual"
2015-05-04,"PREPARED FOODS",4729.233003,"Actual"
2015-05-05,"FROZEN FOODS",5774.287015,"Actual"
2015-05-05,"LIQUOR,WINE,BEER",16332.300062,"Actual"
2015-05-05,"MEATS",19591.138906,"Actual"
2015-05-05,"POULTRY",2678,"Actual"
2015-05-05,"PREPARED FOODS",5464.355,"Actual"
2015-05-06,"FROZEN FOODS",6013.127996,"Actual"
2015-05-06,"LIQUOR,WINE,BEER",15109.567016,"Actual"
2015-05-06,"MEATS",11055.95,"Actual"
2015-05-06,"POULTRY",3806.28799225,"Actual"
2015-05-06,"PREPARED FOODS",16113.171005,"Actual"
2015-05-07,"FROZEN FOODS",28773.7526314,"Actual"
2015-05-07,"LIQUOR,WINE,BEER",2337,"Actual"
2015-05-07,"MEATS",6147.625951,"Actual"
2015-05-07,"POULTRY",4180.835999,"Actual"
2015-05-07,"PREPARED FOODS",14072.87500325,"Actual"
2015-05-08,"FROZEN FOODS",25262.9901226,"Actual"
2015-05-08,"LIQUOR,WINE,BEER",4138.045011,"Actual"
2015-05-08,"MEATS",8434.083978,"Actual"
2015-05-08,"POULTRY",9953.314014,"Actual"
2015-05-08,"PREPARED FOODS",2877,"Actual"
2015-05-09,"FROZEN FOODS",5965,"Actual"
2015-05-09,"LIQUOR,WINE,BEER",4602.1,"Actual"
2015-05-09,"MEATS",25022.55003,"Actual"
2015-05-09,"POULTRY",18643.978013,"Actual"
2015-05-09,"PREPARED FOODS",4981.796002,"Actual"
2015-05-10,"FROZEN FOODS",6000.028002,"Actual"
2015-05-10,"LIQUOR,WINE,BEER",14301.90905,"Actual"
2015-05-10,"MEATS",20130.35703,"Actual"
2015-05-10,"POULTRY",5435,"Actual"
2015-05-10,"PREPARED FOODS",5638.071,"Actual"
2015-05-11,"FROZEN FOODS",7661.870001,"Actual"
2015-05-11,"LIQUOR,WINE,BEER",14072.87500325,"Actual"
2015-05-11,"MEATS",0,"Actual"
2015-05-11,"POULTRY",4357.286996,"Actual"
2015-05-11,"PREPARED FOODS",15853.955002,"Actual"
2015-05-12,"FROZEN FOODS",26150.11802,"Actual"
2015-05-12,"LIQUOR,WINE,BEER",3446,"Actual"
2015-05-12,"MEATS",6172.440996,"Actual"
2015-05-12,"POULTRY",5672.571999,"Actual"
2015-05-12,"PREPARED FOODS",16689.481974,"Actual"
2015-05-13,"FROZEN FOODS",22816.76291,"Actual"
2015-05-13,"LIQUOR,WINE,BEER",3806.28799225,"Actual"
2015-05-13,"MEATS",6886.210999,"Actual"
2015-05-13,"POULTRY",12009.276036,"Actual"
2015-05-13,"PREPARED FOODS",3199,"Actual"
2015-05-14,"FROZEN FOODS",9045,"Actual"
2015-05-14,"LIQUOR,WINE,BEER",4461.317,"Actual"
2015-05-14,"MEATS",15768.39406,"Actual"
2015-05-14,"POULTRY",18708.385995,"Actual"
2015-05-14,"PREPARED FOODS",4753.033996,"Actual"
2015-05-15,"FROZEN FOODS",7225.2560036,"Actual"
2015-05-15,"LIQUOR,WINE,BEER",14707.57502,"Actual"
2015-05-15,"MEATS",14222.368046,"Actual"
2015-05-15,"POULTRY",7295,"Actual"
2015-05-15,"PREPARED FOODS",5440.979998,"Actual"
2015-05-16,"FROZEN FOODS",11418.238,"Actual"
2015-05-16,"LIQUOR,WINE,BEER",14660.10107,"Actual"
2015-05-16,"MEATS",1887,"Actual"
2015-05-16,"POULTRY",5806.02006,"Actual"
2015-05-16,"PREPARED FOODS",28773.7526314,"Actual"
2015-05-17,"FROZEN FOODS",28039.00301,"Actual"
2015-05-17,"LIQUOR,WINE,BEER",4135,"Actual"
2015-05-17,"MEATS",3917.347985,"Actual"
2015-05-17,"POULTRY",7810.644,"Actual"
2015-05-17,"PREPARED FOODS",25262.9901226,"Actual"
2015-05-18,"FROZEN FOODS",23749.936014,"Actual"
2015-05-18,"LIQUOR,WINE,BEER",4234.639996,"Actual"
2015-05-18,"MEATS",3957.462,"Actual"
2015-05-18,"POULTRY",15344.742955,"Actual"
2015-05-18,"PREPARED FOODS",7267,"Actual"
2015-05-19,"FROZEN FOODS",3939,"Actual"
2015-05-19,"LIQUOR,WINE,BEER",5502.612002,"Actual"
2015-05-19,"MEATS",14061.475032,"Actual"
2015-05-19,"POULTRY",20284.268085,"Actual"
2015-05-19,"PREPARED FOODS",6291.648994,"Actual"
2015-05-20,"FROZEN FOODS",7225.2560036,"Actual"
2015-05-20,"LIQUOR,WINE,BEER",17122.321996,"Actual"
2015-05-20,"MEATS",14072.87500325,"Actual"
2015-05-20,"POULTRY",0,"Actual"
2015-05-20,"PREPARED FOODS",8660.406002,"Actual"
2015-05-21,"FROZEN FOODS",8913.190004,"Actual"
2015-05-21,"LIQUOR,WINE,BEER",17713.22197,"Actual"
2015-05-21,"MEATS",1959,"Actual"
2015-05-21,"POULTRY",5900.797,"Actual"
2015-05-21,"PREPARED FOODS",28772.816064,"Actual"
2015-05-22,"FROZEN FOODS",17510.269956,"Actual"
2015-05-22,"LIQUOR,WINE,BEER",6681,"Actual"
2015-05-22,"MEATS",3806.28799225,"Actual"
2015-05-22,"POULTRY",7239.975,"Actual"
2015-05-22,"PREPARED FOODS",24093.991881,"Actual"
2015-05-23,"FROZEN FOODS",16088.630976,"Actual"
2015-05-23,"LIQUOR,WINE,BEER",4483.711975,"Actual"
2015-05-23,"MEATS",4002.564,"Actual"
2015-05-23,"POULTRY",9131.403024,"Actual"
2015-05-23,"PREPARED FOODS",10404,"Actual"
2015-05-24,"FROZEN FOODS",2200,"Actual"
2015-05-24,"LIQUOR,WINE,BEER",6451.889,"Actual"
2015-05-24,"MEATS",14935.908014,"Actual"
2015-05-24,"POULTRY",16097.430008,"Actual"
2015-05-24,"PREPARED FOODS",7225.2560036,"Actual"
2015-05-25,"FROZEN FOODS",5246.452024,"Actual"
2015-05-25,"LIQUOR,WINE,BEER",28773.7526314,"Actual"
2015-05-25,"MEATS",14072.87500325,"Actual"
2015-05-25,"POULTRY",1732,"Actual"
2015-05-25,"PREPARED FOODS",11744.853,"Actual"
2015-05-26,"FROZEN FOODS",5194.447,"Actual"
2015-05-26,"LIQUOR,WINE,BEER",25262.9901226,"Actual"
2015-05-26,"MEATS",2272,"Actual"
2015-05-26,"POULTRY",3888.901996,"Actual"
2015-05-26,"PREPARED FOODS",28773.7526314,"Actual"
2015-05-27,"FROZEN FOODS",17452.821974,"Actual"
2015-05-27,"LIQUOR,WINE,BEER",11055.95,"Actual"
2015-05-27,"MEATS",4150.379006,"Actual"
2015-05-27,"POULTRY",4001.493021,"Actual"
2015-05-27,"PREPARED FOODS",25262.9901226,"Actual"
2015-05-28,"FROZEN FOODS",16613.435994,"Actual"
2015-05-28,"LIQUOR,WINE,BEER",6341.790991,"Actual"
2015-05-28,"MEATS",4251.872996,"Actual"
2015-05-28,"POULTRY",8419.2867103,"Actual"
2015-05-28,"PREPARED FOODS",0,"Actual"
2015-05-29,"FROZEN FOODS",2666,"Actual"
2015-05-29,"LIQUOR,WINE,BEER",10006.751002,"Actual"
2015-05-29,"MEATS",14470.21108,"Actual"
2015-05-29,"POULTRY",15246.809132,"Actual"
2015-05-29,"PREPARED FOODS",7225.2560036,"Actual"
2015-05-30,"FROZEN FOODS",5169.486012,"Actual"
2015-05-30,"LIQUOR,WINE,BEER",26343.83399,"Actual"
2015-05-30,"MEATS",14186.152448,"Actual"
2015-05-30,"POULTRY",2055,"Actual"
2015-05-30,"PREPARED FOODS",9529.95599,"Actual"
2015-05-31,"FROZEN FOODS",5408.662995,"Actual"
2015-05-31,"LIQUOR,WINE,BEER",22563.79293,"Actual"
2015-05-31,"MEATS",2744,"Actual"
2015-05-31,"POULTRY",3806.28799225,"Actual"
2015-05-31,"PREPARED FOODS",18397.97001,"Actual"
2015-06-01,"FROZEN FOODS",17430.517976,"Actual"
2015-06-01,"LIQUOR,WINE,BEER",11055.95,"Actual"
2015-06-01,"MEATS",3806.28799225,"Actual"
2015-06-01,"POULTRY",3825.793999,"Actual"
2015-06-01,"PREPARED FOODS",16227.90704,"Actual"
2015-06-02,"FROZEN FOODS",15679.74198,"Actual"
2015-06-02,"LIQUOR,WINE,BEER",6300.357976,"Actual"
2015-06-02,"MEATS",3990.369009,"Actual"
2015-06-02,"POULTRY",8419.2867103,"Actual"
2015-06-02,"PREPARED FOODS",2885,"Actual"
2015-06-03,"FROZEN FOODS",3611,"Actual"
2015-06-03,"LIQUOR,WINE,BEER",10811.662,"Actual"
2015-06-03,"MEATS",19671.131128,"Actual"
2015-06-03,"POULTRY",15932.524928,"Actual"
2015-06-03,"PREPARED FOODS",5558.060988,"Actual"
2015-06-04,"FROZEN FOODS",5277.766002,"Actual"
2015-06-04,"LIQUOR,WINE,BEER",28100.30601,"Actual"
2015-06-04,"MEATS",21093.691686,"Actual"
2015-06-04,"POULTRY",2268,"Actual"
2015-06-04,"PREPARED FOODS",5798.959,"Actual"
2015-06-05,"FROZEN FOODS",6206.187004,"Actual"
2015-06-05,"LIQUOR,WINE,BEER",23621.972025,"Actual"
2015-06-05,"MEATS",6019,"Actual"
2015-06-05,"POULTRY",4078.38301,"Actual"
2015-06-05,"PREPARED FOODS",20135.084984,"Actual"
2015-06-06,"FROZEN FOODS",14918.22398,"Actual"
2015-06-06,"LIQUOR,WINE,BEER",0,"Actual"
2015-06-06,"MEATS",4134.542018,"Actual"
2015-06-06,"POULTRY",4042.092002,"Actual"
2015-06-06,"PREPARED FOODS",16197.02596,"Actual"
2015-06-07,"FROZEN FOODS",17633.98802,"Actual"
2015-06-07,"LIQUOR,WINE,BEER",6464.253004,"Actual"
2015-06-07,"MEATS",5980.927,"Actual"
2015-06-07,"POULTRY",8419.2867103,"Actual"
2015-06-07,"PREPARED FOODS",2933,"Actual"
2015-06-08,"FROZEN FOODS",3578,"Actual"
2015-06-08,"LIQUOR,WINE,BEER",8648.436,"Actual"
2015-06-08,"MEATS",25484.39302,"Actual"
2015-06-08,"POULTRY",14072.87500325,"Actual"
2015-06-08,"PREPARED FOODS",5384.27099,"Actual"
2015-06-09,"FROZEN FOODS",5137.563992,"Actual"
2015-06-09,"LIQUOR,WINE,BEER",19966.776987,"Actual"
2015-06-09,"MEATS",21938.307974,"Actual"
2015-06-09,"POULTRY",2928,"Actual"
2015-06-09,"PREPARED FOODS",5698.897,"Actual"
2015-06-10,"FROZEN FOODS",5366.662,"Actual"
2015-06-10,"LIQUOR,WINE,BEER",18326.997978,"Actual"
2015-06-10,"MEATS",9899,"Actual"
2015-06-10,"POULTRY",3806.28799225,"Actual"
2015-06-10,"PREPARED FOODS",18216.43102,"Actual"
2015-06-11,"FROZEN FOODS",27614.09395,"Actual"
2015-06-11,"LIQUOR,WINE,BEER",2677,"Actual"
2015-06-11,"MEATS",6057.268995,"Actual"
2015-06-11,"POULTRY",3830.708011,"Actual"
2015-06-11,"PREPARED FOODS",17022.77095,"Actual"
2015-06-12,"FROZEN FOODS",25262.9901226,"Actual"
2015-06-12,"LIQUOR,WINE,BEER",4664.977984,"Actual"
2015-06-12,"MEATS",8757.843,"Actual"
2015-06-12,"POULTRY",9927.269978,"Actual"
2015-06-12,"PREPARED FOODS",3301,"Actual"
2015-06-13,"FROZEN FOODS",6723,"Actual"
2015-06-13,"LIQUOR,WINE,BEER",5790.669004,"Actual"
2015-06-13,"MEATS",28773.7526314,"Actual"
2015-06-13,"POULTRY",18651.696833,"Actual"
2015-06-13,"PREPARED FOODS",5554.702014,"Actual"
2015-06-14,"FROZEN FOODS",5892.773018,"Actual"
2015-06-14,"LIQUOR,WINE,BEER",18351.613995,"Actual"
2015-06-14,"MEATS",25262.9901226,"Actual"
2015-06-14,"POULTRY",4983,"Actual"
2015-06-14,"PREPARED FOODS",5945.765996,"Actual"
2015-06-15,"FROZEN FOODS",7124.62,"Actual"
2015-06-15,"LIQUOR,WINE,BEER",17393.47901,"Actual"
2015-06-15,"MEATS",0,"Actual"
2015-06-15,"POULTRY",4191.88301,"Actual"
2015-06-15,"PREPARED FOODS",15704.93004,"Actual"
2015-06-16,"FROZEN FOODS",23166.186033,"Actual"
2015-06-16,"LIQUOR,WINE,BEER",2933,"Actual"
2015-06-16,"MEATS",7187.714004,"Actual"
2015-06-16,"POULTRY",5581.120977,"Actual"
2015-06-16,"PREPARED FOODS",17396.705018,"Actual"
2015-06-17,"FROZEN FOODS",19745.79903,"Actual"
2015-06-17,"LIQUOR,WINE,BEER",4629.42801,"Actual"
2015-06-17,"MEATS",8788.465,"Actual"
2015-06-17,"POULTRY",13464.072032,"Actual"
2015-06-17,"PREPARED FOODS",3411,"Actual"
2015-06-18,"FROZEN FOODS",9167,"Actual"
2015-06-18,"LIQUOR,WINE,BEER",5889.439004,"Actual"
2015-06-18,"MEATS",21809.25097,"Actual"
2015-06-18,"POULTRY",22032.042088,"Actual"
2015-06-18,"PREPARED FOODS",4837.942022,"Actual"
2015-06-19,"FROZEN FOODS",7225.2560036,"Actual"
2015-06-19,"LIQUOR,WINE,BEER",20151.393,"Actual"
2015-06-19,"MEATS",18932.312982,"Actual"
2015-06-19,"POULTRY",7060,"Actual"
2015-06-19,"PREPARED FOODS",5133.180988,"Actual"
2015-06-20,"FROZEN FOODS",9891.316004,"Actual"
2015-06-20,"LIQUOR,WINE,BEER",16859.342946,"Actual"
2015-06-20,"MEATS",2533,"Actual"
2015-06-20,"POULTRY",6187.87304,"Actual"
2015-06-20,"PREPARED FOODS",25699.440932,"Actual"
2015-06-21,"FROZEN FOODS",27059.80393,"Actual"
2015-06-21,"LIQUOR,WINE,BEER",3433,"Actual"
2015-06-21,"MEATS",4748.33598,"Actual"
2015-06-21,"POULTRY",8132.82,"Actual"
2015-06-21,"PREPARED FOODS",25262.9901226,"Actual"
2015-06-22,"FROZEN FOODS",22353.726032,"Actual"
2015-06-22,"LIQUOR,WINE,BEER",4825.467999,"Actual"
2015-06-22,"MEATS",5609.257002,"Actual"
2015-06-22,"POULTRY",15468.165005,"Actual"
2015-06-22,"PREPARED FOODS",6523,"Actual"
2015-06-23,"FROZEN FOODS",3911,"Actual"
2015-06-23,"LIQUOR,WINE,BEER",6772.969008,"Actual"
2015-06-23,"MEATS",18522.443,"Actual"
2015-06-23,"POULTRY",20069.60301,"Actual"
2015-06-23,"PREPARED FOODS",5821.975994,"Actual"
2015-06-24,"FROZEN FOODS",7225.2560036,"Actual"
2015-06-24,"LIQUOR,WINE,BEER",19671.87099,"Actual"
2015-06-24,"MEATS",17467.38897,"Actual"
2015-06-24,"POULTRY",0,"Actual"
2015-06-24,"PREPARED FOODS",7190.903,"Actual"
2015-06-25,"FROZEN FOODS",8262.340998,"Actual"
2015-06-25,"LIQUOR,WINE,BEER",16608.597934,"Actual"
2015-06-25,"MEATS",2396,"Actual"
2015-06-25,"POULTRY",6233.480976,"Actual"
2015-06-25,"PREPARED FOODS",23419.671982,"Actual"
2015-06-26,"FROZEN FOODS",17661.281985,"Actual"
2015-06-26,"LIQUOR,WINE,BEER",4382,"Actual"
2015-06-26,"MEATS",4262.71201,"Actual"
2015-06-26,"POULTRY",6948.12,"Actual"
2015-06-26,"PREPARED FOODS",20319.93702,"Actual"
2015-06-27,"FROZEN FOODS",15863.142977,"Actual"
2015-06-27,"LIQUOR,WINE,BEER",4313.844008,"Actual"
2015-06-27,"MEATS",4952.713013,"Actual"
2015-06-27,"POULTRY",11882.548017,"Actual"
2015-06-27,"PREPARED FOODS",9836,"Actual"
2015-06-28,"FROZEN FOODS",2683,"Actual"
2015-06-28,"LIQUOR,WINE,BEER",5970.19399,"Actual"
2015-06-28,"MEATS",18403.47099,"Actual"
2015-06-28,"POULTRY",18875.179043,"Actual"
2015-06-28,"PREPARED FOODS",6992.145042,"Actual"
2015-06-29,"FROZEN FOODS",5319.38399,"Actual"
2015-06-29,"LIQUOR,WINE,BEER",24400.879995,"Actual"
2015-06-29,"MEATS",16881.05894,"Actual"
2015-06-29,"POULTRY",2132,"Actual"
2015-06-29,"PREPARED FOODS",10521.556,"Actual"
2015-06-30,"FROZEN FOODS",5052.036992,"Actual"
2015-06-30,"LIQUOR,WINE,BEER",23632.84998,"Actual"
2015-06-30,"MEATS",3192,"Actual"
2015-06-30,"POULTRY",4814.544007,"Actual"
2015-06-30,"PREPARED FOODS",26921.316956,"Actual"
2015-07-01,"FROZEN FOODS",16579.629,"Actual"
2015-07-01,"LIQUOR,WINE,BEER",7980,"Actual"
2015-07-01,"MEATS",4446.350036,"Actual"
2015-07-01,"POULTRY",5348.849996,"Actual"
2015-07-01,"PREPARED FOODS",21731.682019,"Actual"
2015-07-02,"FROZEN FOODS",14856.743034,"Actual"
2015-07-02,"LIQUOR,WINE,BEER",4741.320999,"Actual"
2015-07-02,"MEATS",5314.61801,"Actual"
2015-07-02,"POULTRY",10460.68603,"Actual"
2015-07-02,"PREPARED FOODS",0,"Actual"
2015-07-03,"FROZEN FOODS",2731,"Actual"
2015-07-03,"LIQUOR,WINE,BEER",8179.12798,"Actual"
2015-07-03,"MEATS",15668.955736,"Actual"
2015-07-03,"POULTRY",18188.79202,"Actual"
2015-07-03,"PREPARED FOODS",7200.762978,"Actual"
2015-07-04,"FROZEN FOODS",4934.346018,"Actual"
2015-07-04,"LIQUOR,WINE,BEER",28007.259144,"Actual"
2015-07-04,"MEATS",16385.04526,"Actual"
2015-07-04,"POULTRY",2741,"Actual"
2015-07-04,"PREPARED FOODS",8547.33,"Actual"
2015-07-05,"FROZEN FOODS",4987.622,"Actual"
2015-07-05,"LIQUOR,WINE,BEER",21910.323906,"Actual"
2015-07-05,"MEATS",2677,"Actual"
2015-07-05,"POULTRY",4369.42202,"Actual"
2015-07-05,"PREPARED FOODS",16814.021015,"Actual"
2015-07-06,"FROZEN FOODS",17496.893028,"Actual"
2015-07-06,"LIQUOR,WINE,BEER",11055.95,"Actual"
2015-07-06,"MEATS",3959.29502,"Actual"
2015-07-06,"POULTRY",5020.898,"Actual"
2015-07-06,"PREPARED FOODS",14984.54502,"Actual"
2015-07-07,"FROZEN FOODS",16384.687065,"Actual"
2015-07-07,"LIQUOR,WINE,BEER",6474.890028,"Actual"
2015-07-07,"MEATS",4383.42799,"Actual"
2015-07-07,"POULTRY",10100.861928,"Actual"
2015-07-07,"PREPARED FOODS",2453,"Actual"
2015-07-08,"FROZEN FOODS",3263,"Actual"
2015-07-08,"LIQUOR,WINE,BEER",12279.06502,"Actual"
2015-07-08,"MEATS",20077.356229,"Actual"
2015-07-08,"POULTRY",19008.51002,"Actual"
2015-07-08,"PREPARED FOODS",4984.195,"Actual"
2015-07-09,"FROZEN FOODS",5902.613974,"Actual"
2015-07-09,"LIQUOR,WINE,BEER",21647.32901,"Actual"
2015-07-09,"MEATS",23139.182722,"Actual"
2015-07-09,"POULTRY",2625,"Actual"
2015-07-09,"PREPARED FOODS",4885.021,"Actual"
2015-07-10,"FROZEN FOODS",5683.614,"Actual"
2015-07-10,"LIQUOR,WINE,BEER",16721.14801,"Actual"
2015-07-10,"MEATS",6210,"Actual"
2015-07-10,"POULTRY",4495.190005,"Actual"
2015-07-10,"PREPARED FOODS",19220.06503,"Actual"
2015-07-11,"FROZEN FOODS",14909.156948,"Actual"
2015-07-11,"LIQUOR,WINE,BEER",0,"Actual"
2015-07-11,"MEATS",4583.162996,"Actual"
2015-07-11,"POULTRY",5140.475003,"Actual"
2015-07-11,"PREPARED FOODS",15097.563038,"Actual"
2015-07-12,"FROZEN FOODS",19161.146037,"Actual"
2015-07-12,"LIQUOR,WINE,BEER",4920.608018,"Actual"
2015-07-12,"MEATS",5807.765997,"Actual"
2015-07-12,"POULTRY",8960.138961,"Actual"
2015-07-12,"PREPARED FOODS",3211,"Actual"
2015-07-13,"FROZEN FOODS",3684,"Actual"
2015-07-13,"LIQUOR,WINE,BEER",8280.22098,"Actual"
2015-07-13,"MEATS",23562.307,"Actual"
2015-07-13,"POULTRY",16647.056056,"Actual"
2015-07-13,"PREPARED FOODS",4934.255991,"Actual"
2015-07-14,"FROZEN FOODS",5447.667014,"Actual"
2015-07-14,"LIQUOR,WINE,BEER",17871.883009,"Actual"
2015-07-14,"MEATS",20785.97498,"Actual"
2015-07-14,"POULTRY",2845,"Actual"
2015-07-14,"PREPARED FOODS",5136.86,"Actual"
2015-07-15,"FROZEN FOODS",5689.71201,"Actual"
2015-07-15,"LIQUOR,WINE,BEER",16764.815034,"Actual"
2015-07-15,"MEATS",8542,"Actual"
2015-07-15,"POULTRY",4017.486011,"Actual"
2015-07-15,"PREPARED FOODS",16119.578986,"Actual"
2015-07-16,"FROZEN FOODS",28773.7526314,"Actual"
2015-07-16,"LIQUOR,WINE,BEER",2354,"Actual"
2015-07-16,"MEATS",6110.063015,"Actual"
2015-07-16,"POULTRY",4389.859,"Actual"
2015-07-16,"PREPARED FOODS",14406.589005,"Actual"
2015-07-17,"FROZEN FOODS",25262.9901226,"Actual"
2015-07-17,"LIQUOR,WINE,BEER",4188.543,"Actual"
2015-07-17,"MEATS",8331.96402,"Actual"
2015-07-17,"POULTRY",10997.397002,"Actual"
2015-07-17,"PREPARED FOODS",3120,"Actual"
2015-07-18,"FROZEN FOODS",7290,"Actual"
2015-07-18,"LIQUOR,WINE,BEER",5569.580998,"Actual"
2015-07-18,"MEATS",25987.199,"Actual"
2015-07-18,"POULTRY",20404.922044,"Actual"
